satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left,,salary_figure,new_salaries,,,,low,,
0.77,0.83,4,154,3,0,0,marketing,low,0,,21211,24500,,,,,,
0.76,0.61,4,172,2,0,0,marketing,low,0,,14066,25500,,,,,,
0.65,0.65,5,180,2,0,0,marketing,low,0,,16527,23500,,,,,,
0.5,0.76,3,174,3,0,0,sales,medium,0,,29363,50000,,,,,,
0.59,0.61,3,210,2,0,0,sales,medium,0,,47354,50000,,,,,,
0.68,0.58,4,186,2,0,0,sales,medium,0,,45901,56000,,,,,,
0.85,0.82,5,184,3,0,0,sales,medium,0,,45674,43000,,,,,,
0.83,0.77,3,260,2,0,0,sales,medium,0,,30858,50000,,,,,,
0.7,0.58,4,207,2,1,0,sales,medium,0,,47453,43000,,,,,,
0.16,0.76,6,210,5,0,0,sales,medium,0,,29068,43000,,,,,,
0.66,0.95,5,206,2,0,0,sales,medium,0,,30509,43000,,,,,,
0.81,0.84,4,173,4,0,0,sales,medium,0,,49944,56000,,,,,,
0.96,0.74,5,194,4,1,0,sales,medium,0,,36153,56000,,,,,,
0.66,0.54,5,203,2,0,0,sales,medium,0,,40620,50000,,,,,,
0.83,0.53,3,186,4,0,0,sales,medium,0,,35491,50000,,,,,,
0.99,0.9,4,175,3,1,0,sales,high,0,,56905,90000,,,,,,
0.99,0.83,4,274,2,0,0,sales,low,0,,24739,23500,,,,,,
0.67,0.78,4,193,3,0,0,sales,medium,0,,26785,56000,,,,,,
0.54,0.61,2,264,3,0,0,sales,medium,0,,31139,56000,,,,,,
0.22,0.69,3,212,3,0,0,sales,medium,0,,28379,50000,,,,,,
0.25,0.82,5,244,5,1,0,sales,medium,0,,41220,56000,,,,,,
0.73,0.98,4,216,2,0,0,sales,low,0,,15775,25500,,,,,,
1,0.88,4,252,4,0,0,accounting,low,0,,19180,24500,,,,,,
0.4,0.58,3,135,3,0,0,accounting,low,0,,21083,25500,,,,,,
0.45,0.5,5,99,4,1,0,accounting,low,0,,16709,23500,,,,,,
0.61,0.81,5,136,3,0,0,hr,low,0,,22488,25500,,,,,,
0.81,0.64,6,176,5,0,0,hr,low,0,,23013,23500,,,,,,
0.61,0.76,4,135,2,0,0,hr,low,0,,24889,23500,,,,,,
0.57,0.94,3,230,2,0,0,hr,low,0,,16697,25500,,,,,,
0.9,0.65,4,221,3,0,0,technical,low,0,,23505,24500,,,,,,
0.43,0.82,4,138,5,0,0,technical,low,0,,15006,25500,,,,,,
0.99,0.98,4,169,3,1,0,technical,low,0,,19901,25500,,,,,,
0.62,0.49,4,174,3,0,0,technical,low,0,,14259,23500,,,,,,
0.63,0.65,3,162,2,0,0,technical,low,0,,17800,23500,,,,,,
0.89,0.99,4,274,4,0,0,technical,low,0,,20973,25500,,,,,,
0.61,0.84,3,206,2,0,0,technical,low,0,,19333,24500,,,,,,
0.62,0.89,4,254,3,1,0,technical,low,0,,23338,23500,,,,,,
0.86,0.61,4,181,4,0,0,technical,low,0,,16355,23500,,,,,,
0.75,0.62,5,144,3,0,0,technical,low,0,,22674,24500,,,,,,
0.63,0.54,4,147,4,0,0,technical,low,0,,23643,25500,,,,,,
0.69,0.8,3,212,4,0,0,support,low,0,,22277,24500,,,,,,
0.71,0.76,3,134,3,1,0,support,low,0,,19523,25500,,,,,,
0.63,0.95,4,134,3,0,0,support,medium,0,,26601,56000,,,,,,
0.89,0.7,3,256,4,0,0,support,medium,0,,30907,56000,,,,,,
0.71,0.36,2,132,5,0,0,support,medium,0,,37501,56000,,,,,,
0.88,0.82,4,109,2,0,0,support,medium,0,,42639,43000,,,,,,
0.73,0.52,4,141,3,0,0,support,medium,0,,41406,43000,,,,,,
0.52,0.83,4,180,2,0,0,support,medium,0,,44568,56000,,,,,,
0.77,0.65,2,162,4,1,0,support,medium,0,,44703,56000,,,,,,
0.94,0.48,4,143,2,0,0,support,medium,0,,38620,56000,,,,,,
0.99,0.87,5,211,2,0,0,support,medium,0,,30818,56000,,,,,,
0.89,0.56,4,225,4,0,0,technical,medium,0,,42592,43000,,,,,,
0.53,0.52,2,135,4,0,0,technical,medium,0,,47346,56000,,,,,,
0.23,0.64,3,228,4,1,0,technical,medium,0,,42313,56000,,,,,,
0.87,0.73,5,111,4,0,0,management,high,0,,72837,85000,,,,,,
0.21,0.69,3,144,6,1,0,IT,low,0,,20590,23500,,,,,,
0.71,0.51,4,202,3,0,0,IT,medium,0,,32999,50000,,,,,,
0.75,0.71,5,147,4,1,0,IT,medium,0,,34658,56000,,,,,,
0.63,0.89,3,239,3,0,0,IT,medium,0,,45398,43000,,,,,,
0.55,0.4,5,219,4,0,0,IT,medium,0,,42762,50000,,,,,,
0.93,0.55,3,134,3,1,0,product_mng,low,0,,22125,25500,,,,,,
0.53,0.89,3,167,2,0,0,product_mng,low,0,,20401,23500,,,,,,
0.94,0.89,4,192,2,0,0,product_mng,low,0,,24058,25500,,,,,,
0.46,0.82,2,189,5,0,0,product_mng,low,0,,20631,24500,,,,,,
0.59,0.53,4,213,2,0,0,IT,low,0,,15626,25500,,,,,,
0.75,0.56,5,231,2,0,0,RandD,low,0,,21460,24500,,,,,,
0.76,0.63,3,198,3,0,0,RandD,low,0,,15978,25500,,,,,,
0.96,0.89,3,163,2,0,0,RandD,low,0,,23419,25500,,,,,,
0.55,0.93,4,251,4,1,0,RandD,low,0,,18520,24500,,,,,,
0.52,0.82,3,170,3,0,0,RandD,low,0,,14075,25500,,,,,,
0.55,0.5,5,231,3,0,0,marketing,low,0,,19540,23500,,,,,,
0.52,0.98,4,165,2,0,0,sales,low,0,,21368,25500,,,,,,
0.49,0.5,5,183,3,0,0,accounting,low,0,,23329,24500,,,,,,
0.49,0.89,3,213,2,0,0,support,low,0,,20291,24500,,,,,,
1,0.89,3,230,3,1,0,technical,low,0,,20465,25500,,,,,,
0.97,0.62,3,167,3,0,0,management,low,0,,14171,25500,,,,,,
0.97,0.89,3,264,3,0,0,marketing,low,0,,14488,25500,,,,,,
0.21,0.43,2,249,3,0,0,marketing,low,0,,24556,24500,,,,,,
0.24,0.7,6,153,5,1,0,marketing,low,0,,24397,23500,,,,,,
0.76,0.79,3,111,2,0,0,sales,low,0,,16780,23500,,,,,,
0.78,0.6,3,232,2,0,0,sales,low,0,,18495,25500,,,,,,
0.59,0.52,6,190,4,0,0,sales,medium,0,,28664,50000,,,,,,
0.54,0.71,3,145,3,1,0,sales,medium,0,,33647,50000,,,,,,
0.34,0.69,2,193,3,0,0,sales,medium,0,,41433,56000,,,,,,
0.91,0.82,3,183,2,0,0,sales,medium,0,,48378,56000,,,,,,
0.49,0.61,3,240,3,0,0,sales,medium,0,,42029,43000,,,,,,
0.71,1,5,210,3,0,0,sales,medium,0,,28676,56000,,,,,,
0.64,0.72,4,152,3,1,0,sales,medium,0,,38487,50000,,,,,,
0.6,0.61,4,140,4,0,0,sales,medium,0,,37136,43000,,,,,,
0.91,0.66,3,208,4,0,0,sales,medium,0,,35758,43000,,,,,,
0.92,0.6,3,198,2,0,0,sales,medium,0,,41004,56000,,,,,,
0.91,0.52,3,178,3,0,0,sales,medium,0,,33150,50000,,,,,,
0.88,0.77,3,279,3,1,0,sales,medium,0,,33159,43000,,,,,,
0.86,0.82,3,263,6,0,0,sales,high,0,,63966,85000,,,,,,
0.81,0.54,3,215,4,1,0,sales,low,0,,14178,23500,,,,,,
0.84,0.73,3,181,3,1,0,sales,medium,0,,34780,43000,,,,,,
0.56,0.55,2,270,3,0,0,sales,medium,0,,47126,43000,,,,,,
0.6,0.52,3,236,3,0,0,sales,medium,0,,40465,43000,,,,,,
0.71,0.87,3,271,2,0,0,accounting,medium,0,,27023,43000,,,,,,
0.62,0.79,5,172,3,0,0,accounting,low,0,,15311,24500,,,,,,
0.73,0.65,3,145,2,0,0,accounting,low,0,,14837,25500,,,,,,
0.56,0.69,5,198,3,0,0,hr,low,0,,24704,24500,,,,,,
0.6,0.74,3,175,3,1,0,hr,low,0,,20951,24500,,,,,,
0.55,0.64,4,260,3,0,0,hr,low,0,,17847,23500,,,,,,
0.5,0.7,4,135,3,0,0,hr,low,0,,24413,24500,,,,,,
0.42,0.73,3,108,4,0,0,technical,low,0,,23281,23500,,,,,,
0.51,0.94,5,260,4,0,0,technical,low,0,,22148,25500,,,,,,
0.66,0.94,4,176,2,1,0,technical,low,0,,24146,23500,,,,,,
0.79,0.67,5,222,4,0,0,technical,low,0,,16721,25500,,,,,,
0.3,0.66,4,119,3,0,0,technical,low,0,,14387,23500,,,,,,
0.57,1,3,241,4,0,0,technical,low,0,,23800,24500,,,,,,
0.74,0.93,6,225,4,0,0,technical,low,0,,20400,24500,,,,,,
0.98,0.56,5,188,3,0,0,technical,low,0,,24932,24500,,,,,,
0.17,0.73,4,188,5,0,0,technical,low,0,,18682,23500,,,,,,
0.62,0.77,3,225,4,1,0,technical,low,0,,19577,23500,,,,,,
0.32,0.4,2,132,3,0,0,technical,low,0,,14579,25500,,,,,,
0.58,0.91,5,185,2,0,0,support,low,0,,23344,25500,,,,,,
0.59,0.9,4,173,3,0,0,support,medium,0,,27238,56000,,,,,,
0.59,0.55,3,179,3,0,0,support,medium,0,,33379,50000,,,,,,
0.8,0.58,4,189,2,0,0,support,medium,0,,48051,56000,,,,,,
0.84,0.85,5,246,3,0,0,support,medium,0,,38254,56000,,,,,,
0.54,0.76,2,166,4,0,0,support,medium,0,,26119,50000,,,,,,
0.51,0.98,4,245,3,0,0,support,medium,0,,26898,50000,,,,,,
0.66,0.56,2,104,3,1,0,support,medium,0,,47989,43000,,,,,,
0.37,0.52,4,151,2,0,0,support,medium,0,,40835,50000,,,,,,
0.49,0.63,4,213,3,0,0,support,medium,0,,31891,56000,,,,,,
0.88,0.71,5,255,3,0,0,support,medium,0,,47179,56000,,,,,,
0.66,0.9,4,268,3,0,0,technical,medium,0,,49313,50000,,,,,,
0.25,0.53,4,160,4,0,0,technical,medium,0,,49079,50000,,,,,,
0.49,0.52,4,267,2,0,0,technical,high,0,,52791,90000,,,,,,
0.87,0.77,3,190,3,0,0,management,low,0,,17130,25500,,,,,,
0.54,0.95,5,255,2,0,0,IT,medium,0,,41991,43000,,,,,,
0.24,0.95,3,168,4,0,0,IT,medium,0,,27823,43000,,,,,,
0.65,0.74,4,228,2,1,0,IT,medium,0,,47284,43000,,,,,,
0.58,0.87,4,181,3,0,0,IT,medium,0,,48470,43000,,,,,,
0.77,0.54,5,252,2,0,0,IT,low,0,,19808,25500,,,,,,
0.86,0.63,4,244,3,0,0,product_mng,low,0,,19062,24500,,,,,,
0.62,0.69,3,207,4,0,0,product_mng,low,0,,22002,24500,,,,,,
0.56,0.48,3,134,3,0,0,product_mng,low,0,,20808,23500,,,,,,
0.75,0.53,3,244,2,0,0,product_mng,low,0,,14152,25500,,,,,,
0.8,0.96,4,160,4,0,0,IT,low,0,,16414,24500,,,,,,
0.56,0.93,4,260,4,0,0,RandD,low,0,,19099,25500,,,,,,
0.83,0.6,4,170,3,0,0,RandD,low,0,,21310,24500,,,,,,
0.51,0.98,4,171,2,0,0,RandD,low,0,,14056,24500,,,,,,
0.82,0.9,4,232,3,0,0,RandD,low,0,,24994,24500,,,,,,
0.81,0.91,3,184,3,0,0,RandD,low,0,,21015,25500,,,,,,
0.52,0.64,4,268,3,0,0,marketing,low,0,,14767,25500,,,,,,
0.79,0.56,4,248,3,0,0,sales,low,0,,17529,24500,,,,,,
0.83,0.5,5,274,3,0,0,accounting,low,0,,22880,24500,,,,,,
0.97,0.81,3,145,3,0,0,support,low,0,,21379,24500,,,,,,
0.61,0.88,5,134,4,0,0,technical,low,0,,15963,23500,,,,,,
0.84,0.66,3,114,6,1,0,management,low,0,,21920,23500,,,,,,
0.9,1,4,218,2,0,0,marketing,low,0,,15826,25500,,,,,,
0.82,0.77,4,152,2,1,0,marketing,low,0,,19736,24500,,,,,,
0.69,0.76,5,174,3,0,0,marketing,low,0,,21629,25500,,,,,,
0.18,0.73,6,231,4,0,0,sales,low,0,,21273,25500,,,,,,
0.33,1,2,210,3,1,0,sales,medium,0,,35177,43000,,,,,,
0.15,0.92,5,164,3,0,0,sales,medium,0,,48144,43000,,,,,,
0.61,0.78,4,198,3,0,0,sales,medium,0,,45915,50000,,,,,,
0.92,0.55,4,220,2,0,0,sales,medium,0,,43909,56000,,,,,,
0.13,0.61,6,283,5,0,0,sales,medium,0,,31692,56000,,,,,,
0.18,0.48,4,240,4,0,0,sales,medium,0,,33811,56000,,,,,,
0.27,0.85,5,142,6,0,0,sales,medium,0,,28026,56000,,,,,,
0.66,0.61,4,263,4,0,0,sales,medium,0,,29132,56000,,,,,,
0.21,0.81,5,142,4,0,0,sales,medium,0,,37158,43000,,,,,,
0.92,0.9,4,203,4,0,0,sales,medium,0,,44069,43000,,,,,,
0.97,0.5,3,266,3,1,0,sales,medium,0,,45745,56000,,,,,,
0.97,0.7,3,253,3,0,0,sales,medium,0,,37546,50000,,,,,,
0.64,0.61,4,136,3,0,0,sales,high,0,,70378,85000,,,,,,
0.75,0.9,3,140,3,0,0,sales,low,0,,16902,23500,,,,,,
0.9,0.76,4,252,4,0,0,sales,medium,0,,38405,56000,,,,,,
0.81,0.75,5,101,5,0,0,sales,medium,0,,41647,50000,,,,,,
0.99,0.72,3,163,3,0,0,sales,medium,0,,44717,56000,,,,,,
0.49,0.5,5,170,2,0,0,sales,medium,0,,40647,43000,,,,,,
0.92,0.4,2,238,3,0,0,accounting,low,0,,16695,24500,,,,,,
0.74,0.56,4,190,3,1,0,accounting,low,0,,17797,23500,,,,,,
0.37,0.37,5,173,2,0,0,accounting,low,0,,14278,24500,,,,,,
0.67,0.61,4,145,4,0,0,hr,low,0,,21092,23500,,,,,,
0.74,0.89,5,182,2,0,0,hr,low,0,,20171,25500,,,,,,
0.85,0.64,4,188,3,0,0,hr,low,0,,17724,24500,,,,,,
0.72,0.71,3,133,2,0,0,hr,low,0,,23570,23500,,,,,,
0.75,0.71,4,155,4,0,0,technical,low,0,,19688,23500,,,,,,
0.91,0.4,6,153,3,0,0,technical,low,0,,22678,25500,,,,,,
0.84,0.62,4,138,3,0,0,technical,low,0,,23186,23500,,,,,,
0.64,0.51,4,177,3,0,0,technical,low,0,,24358,24500,,,,,,
0.15,0.91,6,98,6,1,0,technical,low,0,,17780,23500,,,,,,
0.66,0.66,3,225,3,0,0,technical,low,0,,23439,23500,,,,,,
0.2,0.69,6,236,4,0,0,technical,low,0,,17789,24500,,,,,,
0.97,0.78,3,268,3,1,0,technical,low,0,,21623,25500,,,,,,
0.59,0.73,2,230,3,0,0,technical,low,0,,16093,24500,,,,,,
0.88,0.6,4,162,2,0,0,technical,low,0,,18042,25500,,,,,,
0.16,0.73,4,197,2,0,0,technical,low,0,,19484,24500,,,,,,
0.61,0.96,3,247,3,0,0,support,low,0,,15866,23500,,,,,,
0.52,0.79,4,234,3,0,0,support,low,0,,16911,24500,,,,,,
0.82,0.49,4,276,4,0,0,support,low,0,,24844,24500,,,,,,
0.75,0.94,5,217,2,0,0,support,medium,0,,40641,43000,,,,,,
0.62,0.5,4,156,2,0,0,support,medium,0,,46442,56000,,,,,,
0.91,0.88,3,189,2,0,0,support,medium,0,,37547,50000,,,,,,
0.61,0.98,2,238,4,0,0,support,medium,0,,38666,50000,,,,,,
0.79,0.77,3,201,6,1,0,support,medium,0,,48068,56000,,,,,,
0.9,0.93,4,263,3,1,0,support,medium,0,,37654,43000,,,,,,
0.75,0.83,3,146,3,0,0,support,medium,0,,40132,56000,,,,,,
0.81,0.64,4,213,3,0,0,support,medium,0,,27230,50000,,,,,,
0.59,0.88,3,159,2,0,0,technical,medium,0,,26584,43000,,,,,,
0.56,0.83,3,236,3,1,0,technical,medium,0,,33983,43000,,,,,,
0.98,0.79,5,257,4,0,0,technical,medium,0,,42377,56000,,,,,,
0.59,0.72,4,168,4,0,0,management,medium,0,,31045,50000,,,,,,
0.61,0.67,4,151,3,0,0,IT,high,0,,78916,80000,,,,,,
0.78,0.7,4,139,3,0,0,IT,low,0,,19816,25500,,,,,,
0.55,0.93,5,196,3,0,0,IT,medium,0,,36084,50000,,,,,,
0.2,0.97,4,237,5,0,0,IT,medium,0,,37086,56000,,,,,,
0.79,0.44,2,236,3,0,0,IT,medium,0,,33158,43000,,,,,,
0.52,0.98,4,265,3,0,0,product_mng,medium,0,,48691,43000,,,,,,
0.97,0.52,4,207,3,0,0,product_mng,low,0,,20810,23500,,,,,,
0.63,0.94,4,219,3,0,0,product_mng,low,0,,19903,23500,,,,,,
0.85,0.99,3,208,2,0,0,product_mng,low,0,,19992,24500,,,,,,
0.59,0.74,3,240,3,0,0,IT,low,0,,22759,24500,,,,,,
0.64,0.6,3,135,3,0,0,RandD,low,0,,15134,24500,,,,,,
0.8,0.67,3,236,3,1,0,RandD,low,0,,23564,24500,,,,,,
0.61,0.75,3,140,3,0,0,RandD,low,0,,24571,24500,,,,,,
0.87,0.61,3,162,2,0,0,RandD,low,0,,16901,25500,,,,,,
0.75,0.59,3,117,3,1,0,RandD,medium,0,,30202,50000,,,,,,
0.96,0.51,4,225,3,0,0,marketing,medium,0,,44102,56000,,,,,,
0.75,0.92,3,211,3,0,0,sales,medium,0,,30943,50000,,,,,,
0.19,0.58,4,173,5,0,0,accounting,medium,0,,30927,50000,,,,,,
0.52,0.97,4,170,3,0,0,support,medium,0,,31109,56000,,,,,,
0.6,0.6,3,242,3,0,0,technical,medium,0,,44110,56000,,,,,,
0.9,0.81,4,175,3,0,0,management,medium,0,,44928,43000,,,,,,
0.89,0.92,3,195,2,0,0,marketing,medium,0,,35054,56000,,,,,,
0.54,0.93,4,184,2,1,0,marketing,medium,0,,27354,50000,,,,,,
0.99,0.55,3,170,3,0,0,marketing,medium,0,,27760,43000,,,,,,
0.66,0.56,4,185,3,0,0,sales,medium,0,,30459,56000,,,,,,
0.92,0.64,4,259,2,0,0,sales,medium,0,,44097,43000,,,,,,
0.19,0.72,4,102,3,0,0,sales,medium,0,,48069,50000,,,,,,
0.39,0.37,5,156,4,0,0,sales,medium,0,,29480,43000,,,,,,
0.41,0.68,3,191,4,0,0,sales,medium,0,,35332,43000,,,,,,
0.6,0.49,3,239,2,0,0,sales,medium,0,,32952,56000,,,,,,
0.95,0.54,4,235,4,0,0,sales,medium,0,,28544,43000,,,,,,
0.51,0.87,2,130,4,0,0,sales,medium,0,,30713,50000,,,,,,
0.54,0.74,2,166,3,0,0,sales,medium,0,,31752,50000,,,,,,
0.16,0.54,5,206,5,0,0,sales,medium,0,,33074,43000,,,,,,
0.98,0.77,3,191,2,0,0,sales,medium,0,,33675,43000,,,,,,
0.65,0.75,3,214,3,0,0,sales,medium,0,,36943,43000,,,,,,
0.38,0.5,3,196,3,0,0,sales,medium,0,,26730,43000,,,,,,
0.95,0.71,4,151,4,0,0,sales,medium,0,,38367,43000,,,,,,
0.6,0.62,5,165,2,0,0,sales,medium,0,,44360,56000,,,,,,
0.78,0.91,3,177,2,0,0,sales,high,0,,79141,85000,,,,,,
0.19,0.63,6,241,6,0,0,sales,high,0,,74950,90000,,,,,,
0.56,0.99,4,230,3,0,0,sales,high,0,,68062,85000,,,,,,
0.21,0.71,4,270,2,0,0,sales,high,0,,68366,90000,,,,,,
0.83,0.71,3,234,4,0,0,accounting,high,0,,66380,90000,,,,,,
0.5,0.64,3,257,2,1,0,accounting,high,0,,77951,85000,,,,,,
0.74,0.87,5,264,3,0,0,accounting,high,0,,51837,90000,,,,,,
0.75,0.83,4,133,4,0,0,hr,high,0,,74943,90000,,,,,,
0.85,0.66,4,155,4,0,0,hr,high,0,,62944,85000,,,,,,
0.93,0.59,3,202,2,0,0,hr,high,0,,70428,85000,,,,,,
0.76,0.7,3,136,2,0,0,hr,high,0,,73061,90000,,,,,,
0.91,0.78,3,269,3,1,0,technical,high,0,,66422,90000,,,,,,
0.22,0.54,6,169,4,0,0,technical,low,0,,16208,24500,,,,,,
0.78,0.52,5,192,3,1,0,technical,low,0,,15751,24500,,,,,,
0.53,0.8,4,241,3,1,0,technical,low,0,,19790,25500,,,,,,
0.58,0.69,4,165,3,0,0,technical,low,0,,23362,23500,,,,,,
0.99,0.81,3,183,2,0,0,technical,low,0,,22962,24500,,,,,,
0.62,0.64,4,163,3,0,0,technical,low,0,,16564,25500,,,,,,
0.59,0.69,3,162,3,0,0,technical,low,0,,16786,25500,,,,,,
0.13,0.76,5,219,4,0,0,technical,low,0,,16085,24500,,,,,,
0.19,0.63,4,278,6,0,0,technical,low,0,,23722,24500,,,,,,
0.94,0.99,2,273,4,0,0,technical,low,0,,16324,23500,,,,,,
0.53,0.96,4,272,2,0,0,support,low,0,,19583,25500,,,,,,
0.96,0.85,5,168,2,0,0,support,low,0,,14809,24500,,,,,,
0.62,0.87,4,221,3,1,0,support,low,0,,17385,23500,,,,,,
0.81,0.86,4,213,3,0,0,support,low,0,,14298,24500,,,,,,
0.63,0.78,4,275,3,0,0,support,low,0,,17032,25500,,,,,,
0.92,0.68,5,177,4,0,0,support,medium,0,,32776,56000,,,,,,
0.83,0.74,4,249,2,0,0,support,medium,0,,30384,43000,,,,,,
0.49,0.37,5,246,3,0,0,support,medium,0,,34904,50000,,,,,,
0.8,0.66,4,223,3,0,0,support,medium,0,,26966,56000,,,,,,
0.54,0.76,4,244,2,0,0,support,medium,0,,46143,56000,,,,,,
0.37,0.72,3,169,2,1,0,support,medium,0,,41791,43000,,,,,,
0.93,0.56,5,140,3,0,0,technical,medium,0,,29157,50000,,,,,,
0.88,0.99,5,253,2,0,0,technical,medium,0,,41622,56000,,,,,,
0.79,0.87,3,194,2,0,0,technical,medium,0,,26216,50000,,,,,,
0.65,0.88,4,173,3,0,0,management,medium,0,,37559,50000,,,,,,
0.72,0.7,4,172,3,0,0,IT,medium,0,,35342,56000,,,,,,
0.58,0.49,3,167,3,0,0,IT,medium,0,,45593,43000,,,,,,
0.37,0.51,2,153,3,0,0,IT,high,0,,77509,80000,,,,,,
0.87,0.97,4,243,3,0,0,IT,high,0,,66539,85000,,,,,,
0.63,0.72,6,163,4,0,0,IT,high,0,,74659,80000,,,,,,
0.72,0.79,3,221,3,0,0,product_mng,high,0,,62119,85000,,,,,,
0.36,0.55,3,191,3,0,0,product_mng,high,0,,63792,85000,,,,,,
0.96,0.7,4,272,3,0,0,product_mng,high,0,,68415,80000,,,,,,
0.52,0.37,2,118,2,0,0,product_mng,high,0,,77034,85000,,,,,,
0.16,0.83,5,173,4,0,0,IT,high,0,,68712,85000,,,,,,
0.63,0.55,4,200,3,1,0,RandD,low,0,,20429,23500,,,,,,
0.92,0.76,5,132,3,1,0,RandD,low,0,,15714,24500,,,,,,
0.82,0.49,4,180,2,0,0,RandD,low,0,,20119,24500,,,,,,
0.18,0.54,4,145,5,0,0,RandD,low,0,,19908,24500,,,,,,
0.73,0.48,4,139,2,0,0,RandD,low,0,,20515,23500,,,,,,
0.44,0.61,5,230,6,0,0,marketing,low,0,,14573,23500,,,,,,
0.73,0.62,4,247,4,0,0,sales,low,0,,15619,25500,,,,,,
0.62,0.95,4,140,2,0,0,accounting,low,0,,24259,24500,,,,,,
0.94,0.8,4,266,3,1,0,support,medium,0,,39831,50000,,,,,,
0.76,0.74,4,261,3,0,0,technical,medium,0,,27540,50000,,,,,,
0.89,0.49,4,275,3,0,0,management,medium,0,,32450,43000,,,,,,
0.9,0.88,5,254,2,0,0,marketing,medium,0,,38046,43000,,,,,,
1,0.93,5,231,2,0,0,marketing,medium,0,,38053,43000,,,,,,
0.71,0.9,3,138,3,0,0,marketing,medium,0,,48116,43000,,,,,,
0.73,0.97,4,163,3,0,0,sales,medium,0,,26878,50000,,,,,,
0.97,0.9,5,262,3,0,0,sales,medium,0,,44559,50000,,,,,,
0.6,0.59,4,201,3,0,0,sales,medium,0,,38240,43000,,,,,,
0.82,0.67,3,229,3,0,0,sales,medium,0,,41927,56000,,,,,,
0.95,0.48,4,228,2,0,0,sales,medium,0,,38158,50000,,,,,,
0.88,0.65,5,228,3,0,0,sales,medium,0,,44952,56000,,,,,,
0.79,0.49,3,273,3,0,0,sales,medium,0,,47254,43000,,,,,,
0.52,0.96,4,171,2,0,0,sales,medium,0,,41287,43000,,,,,,
0.22,0.61,3,148,5,0,0,sales,medium,0,,29819,50000,,,,,,
0.59,0.96,5,211,3,0,0,sales,medium,0,,41148,43000,,,,,,
0.84,0.64,2,211,3,0,0,sales,medium,0,,37384,43000,,,,,,
0.54,0.41,3,175,3,0,0,sales,medium,0,,41948,56000,,,,,,
1,0.86,4,245,4,0,0,sales,medium,0,,31596,50000,,,,,,
0.93,0.59,3,273,2,1,0,sales,medium,0,,49084,43000,,,,,,
0.96,0.55,3,225,4,1,0,sales,medium,0,,43472,43000,,,,,,
0.56,0.41,5,152,3,0,0,sales,medium,0,,41333,56000,,,,,,
0.49,0.66,5,194,3,0,0,sales,medium,0,,40051,50000,,,,,,
0.89,0.51,4,185,3,1,0,sales,high,0,,76216,85000,,,,,,
0.57,0.91,3,193,2,0,0,sales,low,0,,17087,24500,,,,,,
0.96,0.64,3,166,2,0,0,accounting,medium,0,,30614,43000,,,,,,
0.65,0.89,5,223,3,1,0,accounting,medium,0,,37497,43000,,,,,,
0.14,0.66,5,281,4,1,0,accounting,medium,0,,37070,43000,,,,,,
0.64,0.49,3,241,3,0,0,hr,medium,0,,47491,56000,,,,,,
0.98,0.91,3,165,2,1,0,hr,medium,0,,42679,50000,,,,,,
0.71,0.59,4,143,2,0,0,hr,medium,0,,30888,50000,,,,,,
0.96,0.49,5,137,3,0,0,hr,medium,0,,26241,56000,,,,,,
0.9,0.57,4,185,3,1,0,technical,medium,0,,47181,43000,,,,,,
0.52,0.96,3,271,3,1,0,technical,medium,0,,48935,56000,,,,,,
0.78,0.98,4,207,2,1,0,technical,medium,0,,48120,56000,,,,,,
0.62,0.69,4,184,3,0,0,technical,low,0,,15863,23500,,,,,,
0.6,0.8,4,253,2,0,0,technical,low,0,,20686,24500,,,,,,
0.82,0.62,3,152,6,0,0,technical,low,0,,23074,23500,,,,,,
0.52,0.55,3,225,2,0,0,technical,low,0,,23436,23500,,,,,,
0.13,0.84,5,189,5,0,0,technical,low,0,,24825,24500,,,,,,
0.97,0.93,3,153,2,0,0,technical,low,0,,20453,24500,,,,,,
0.63,0.9,4,245,3,0,0,technical,low,0,,22044,24500,,,,,,
0.68,0.78,5,233,3,0,0,technical,high,0,,64302,90000,,,,,,
0.74,0.83,4,210,3,0,0,support,low,0,,17108,23500,,,,,,
0.89,0.57,4,176,4,0,0,support,high,0,,54146,80000,,,,,,
0.28,0.95,5,191,3,0,0,support,high,0,,72856,80000,,,,,,
0.61,0.9,3,224,3,0,0,support,low,0,,22807,25500,,,,,,
0.67,0.49,3,185,3,0,0,support,low,0,,16059,23500,,,,,,
0.86,0.64,3,245,4,0,0,support,high,0,,71744,85000,,,,,,
0.87,0.93,3,173,2,0,0,support,low,0,,23673,24500,,,,,,
0.7,0.95,4,231,3,0,0,support,medium,0,,46226,56000,,,,,,
0.68,0.84,3,270,3,0,0,support,high,0,,79924,85000,,,,,,
0.69,0.75,5,196,3,0,0,support,medium,0,,30648,43000,,,,,,
0.97,0.83,3,238,2,0,0,support,medium,0,,47368,43000,,,,,,
0.62,0.89,4,261,2,0,0,technical,medium,0,,34988,43000,,,,,,
0.55,0.87,3,201,2,0,0,technical,medium,0,,42956,56000,,,,,,
0.61,0.73,3,252,3,0,0,technical,high,0,,56554,85000,,,,,,
0.15,0.81,3,191,5,0,0,management,medium,0,,32635,56000,,,,,,
0.84,0.86,3,199,3,0,0,IT,medium,0,,41860,43000,,,,,,
0.87,0.64,5,234,2,1,0,IT,medium,0,,40441,56000,,,,,,
